1,104
1,72
1,74
1,74
1,64
1,66
1,71
1,90
1,72
1,77
2,345
2,335
2,356
2,348
2,373
2,428
2,386
2,404
2,360
2,425
3,2068
3,1959
3,1777
3,1737
3,1999
3,1786
3,2034
3,1938
3,2083
3,2247
4,513
4,521
4,670
4,569
4,581
4,577
4,500
4,590
4,520
4,480
5,553
5,549
5,557
5,561
5,536
5,536
5,535
5,553
5,532
5,536
6,604
6,635
6,588
6,631
6,599
6,629
6,610
6,581
6,618
6,587
7,387
7,374
7,385
7,382
7,375
7,386
7,351
7,381
7,391
7,363
8,1287
8,1264
8,1243
8,1257
8,1269
8,1357
8,1798
8,1490
8,1530
8,1452
9,1665
9,1652
9,1636
9,1595
9,1616
9,1655
9,1612
9,1676
9,1541
9,1647
10,1478
10,1507
10,1482
10,1477
10,1486
10,1582
10,1667
10,1632
10,1840
10,1466
11,3443
11,3555
11,3565
11,3496
11,3481
11,3579
11,3533
11,3554
11,3782
11,3720
12,1430
12,1437
12,1378
12,1476
12,1492
12,1424
12,1416
12,1431
12,1449
12,1459
13,882
13,881
13,840
13,818
13,832
13,839
13,854
13,835
13,828
13,898
14,1910
14,1912
14,1750
14,1799
14,1805
14,1818
14,1806
14,1852
14,1850
14,1927
15,1604
15,1580
15,1603
15,1550
15,1538
15,1542
15,1511
15,1522
15,1447
15,1517
16,817
16,860
16,876
16,854
16,832
16,866
16,881
16,824
16,863
16,906
17,1353
17,1337
17,1319
17,1301
17,1349
17,1327
17,1350
17,1330
17,1332
17,1346
18,1454
18,1557
18,1484
18,1427
18,1417
18,1780
18,1559
18,1507
18,1500
18,1470
19,1112
19,1076
19,1105
19,1079
19,1137
19,1128
19,1160
19,1238
19,1142
19,1067
20,1786
20,1835
20,1787
20,1731
20,1739
20,1727
20,1789
20,1764
20,1750
20,1779
21,1956
21,1944
21,1871
21,1879
21,1886
21,1839
21,1908
21,1877
21,1864
21,2247
22,1271
22,1293
22,1185
22,1202
22,1149
22,1127
22,1141
22,1184
22,1356
22,1287
23,2157
23,2022
23,2000
23,2100
23,1843
23,1874
23,1886
23,2338
23,2001
23,1976
24,2247
24,2080
24,1999
24,1987
24,2039
24,2094
24,1979
24,1975
24,1985
24,2003
25,1730
25,1689
25,1683
25,1737
25,1672
25,1705
25,1685
25,1707
25,1684
25,1683
26,2111
26,2078
26,2237
26,2294
26,2081
26,2060
26,2071
26,2092
26,2114
26,2057
27,1679
27,1662
27,1645
27,1662
27,1712
27,1635
27,1716
27,1707
27,1649
27,1559
28,1237
28,1222
28,1070
28,1077
28,1082
28,1110
28,1092
28,1107
28,1130
28,1152
29,1639
29,1591
29,1546
29,1570
29,1537
29,1590
29,1533
29,1547
29,1680
29,1604
30,1788
30,1824
30,1997
30,2060
30,1871
30,1865
30,1924
30,1958
30,1831
30,1842
31,1779
31,1751
31,1821
31,1728
31,1738
31,1840
31,1708
31,1740
31,1785
31,1733
32,2228
32,2213
32,2275
32,2356
32,2310
32,2323
32,2266
32,2269
32,2271
32,2266
33,3199
33,3295
33,3331
33,3545
33,3187
33,3125
33,3174
33,3180
33,3197
33,3253
34,1373
34,1341
34,1345
34,1368
34,1362
34,1331
34,1416
34,1406
34,1326
34,1294
35,1752
35,1764
35,1735
35,1735
35,1803
35,1794
35,1825
35,1805
35,1781
35,1840
36,1806
36,1793
36,1835
36,1850
36,1847
36,1995
36,1970
36,1873
36,2293
36,2162
37,2451
37,2509
37,2521
37,2379
37,2352
37,2412
37,2358
37,2717
37,2733
37,2471
38,2984
38,2936
38,3028
38,2960
38,2813
38,2834
38,2796
38,2810
38,2950
38,2959
39,1707
39,1657
39,1632
39,1522
39,1451
39,1477
39,1477
39,1500
39,1501
39,1432
40,2825
40,3055
40,2834
40,2811
40,2822
40,2824
40,2596
40,2619
40,2654
40,2626
41,2598
41,2639
41,2586
41,2604
41,2590
41,2587
41,2715
41,2775
41,2826
41,2843
42,1794
42,1847
42,1760
42,1768
42,1756
42,1742
42,1769
42,1726
42,1759
42,1766
43,1957
43,1945
43,2006
43,1954
43,1965
43,1936
43,1929
43,1970
43,2052
43,2288
44,2429
44,2405
44,2417
44,2531
44,2457
44,2454
44,2419
44,2408
44,2518
44,2712
45,1724
45,1507
45,1521
45,1540
45,1520
45,1540
45,1538
45,1532
45,1531
45,1562
46,1884
46,1984
46,1953
46,1889
46,1861
46,1870
46,1882
46,1904
46,1886
46,1840
47,2191
47,2207
47,2225
47,2241
47,2262
47,2362
47,2411
47,2293
47,2235
47,2289
48,4076
48,4281
48,4254
48,4110
48,3994
48,4089
48,3902
48,3878
48,3927
48,4000
49,2946
49,2949
49,2919
49,2946
49,2983
49,2917
49,2980
49,3032
49,2900
49,3068
50,2333
50,2505
50,2293
50,2220
50,2096
50,2100
50,2168
50,2105
50,2130
50,2096
51,3118
51,3101
51,3073
51,3118
51,3122
51,3098
51,3112
51,3082
51,3151
51,3128
52,2729
52,2650
52,2605
52,2671
52,3182
52,2911
52,2757
52,2738
52,2601
52,2584
53,3394
53,3435
53,3488
53,3427
53,3477
53,3447
53,3444
53,3424
53,3475
53,3503
54,3101
54,3144
54,3096
54,3122
54,3291
54,3440
54,3116
54,3018
54,3025
54,3073
55,2226
55,2204
55,2240
55,2269
55,2167
55,2153
55,2184
55,2177
55,2207
55,2227
56,2283
56,2260
56,2356
56,2254
56,2260
56,2278
56,2258
56,2300
56,2244
56,2299
57,2639
57,2895
57,2712
57,2629
57,2652
57,2638
57,2565
57,2571
57,2504
57,2562
58,3837
58,3853
58,3885
58,3875
58,3941
58,3951
58,3868
58,3896
58,3951
58,3957
59,2666
59,2746
59,2603
59,2496
59,2464
59,2491
59,2401
59,2453
59,2422
59,2382
60,3297
60,3295
60,3264
60,3366
60,3290
60,3254
60,3798
60,3369
60,3250
60,3322
61,2689
61,2750
61,2762
61,2900
61,2772
61,2714
61,2732
61,2689
61,2969
61,2707
62,3513
62,3593
62,3596
62,3913
62,4566
62,3304
62,2955
62,3167
62,3008
62,2889
63,1899
63,1825
63,1967
63,2061
63,1954
63,2079
63,1927
63,2155
63,2059
63,1943
64,2337
64,2317
64,2045
64,2257
64,2740
64,2247
64,2701
64,2929
64,3321
64,2886
65,3189
65,3031
65,3057
65,3061
65,3053
65,3065
65,3065
65,3092
65,3167
65,3250
66,3993
66,3760
66,3670
66,3797
66,3648
66,3687
66,3904
66,4052
66,3966
66,3950
67,3851
67,3883
67,3912
67,3857
67,3836
67,3696
67,3857
67,3815
67,3772
67,3802
68,3546
68,3506
68,3576
68,3838
68,3475
68,3528
68,3612
68,3535
68,3397
68,3489
69,3442
69,3462
69,3505
69,3428
69,3439
69,3414
69,3457
69,3403
69,3321
69,3325
70,10391
70,9706
70,9785
70,9164
70,8876
70,8863
70,8801
70,8844
70,8854
70,9220
71,4117
71,4038
71,4018
71,4014
71,3980
71,4002
71,3970
71,3950
71,4103
71,4038
72,5008
72,5016
72,4922
72,4828
72,5013
72,5108
72,4961
72,5039
72,4661
72,4455
73,3216
73,3524
73,3098
73,3206
73,3261
73,2479
73,2668
73,2682
73,2252
73,2434
74,2263
74,2393
74,2252
74,2267
74,2264
74,2316
74,2275
74,2183
74,2204
74,2152
75,2689
75,2716
75,2786
75,2713
75,2643
75,2739
75,3145
75,2631
75,2618
75,2449
76,2593
76,2642
76,2622
76,2638
76,2560
76,2549
76,2528
76,2601
76,2547
76,2555
77,3457
77,3479
77,3483
77,3688
77,3630
77,3466
77,3464
77,3495
77,3463
77,3462
78,2658
78,2602
78,2590
78,2530
78,2481
78,2503
78,2462
78,2488
78,2485
78,2458
79,2054
79,1949
79,1837
79,1814
79,1812
79,1844
79,1807
79,1796
79,1844
79,1822
80,3260
80,3152
80,3211
80,3182
80,3152
80,3388
80,3404
80,3281
80,3780
80,4154
81,3712
81,3868
81,3653
81,3625
81,3532
81,4254
81,3783
81,3922
81,5078
81,3487
82,2529
82,2436
82,2552
82,2546
82,2433
82,2473
82,2429
82,2414
82,2614
82,2429
83,4302
83,4202
83,4209
83,4320
83,4353
83,4374
83,4423
83,4231
83,4328
83,4141
84,3590
84,3571
84,3522
84,3439
84,3516
84,3603
84,3495
84,3525
84,3492
84,3239
85,3459
85,3492
85,3559
85,3400
85,3941
85,5244
85,5187
85,5074
85,4869
85,4723
86,2771
86,2777
86,2842
86,2858
86,2983
86,2332
86,2369
86,2399
86,2343
86,2370
87,5554
87,5346
87,5134
87,4798
87,4985
87,4876
87,4752
87,4723
87,4744
87,4754
88,2364
88,2357
88,2380
88,2450
88,2557
88,2674
88,2596
88,2559
88,2499
88,2561
89,3102
89,2972
89,3019
89,3009
89,3010
89,3004
89,3047
89,3080
89,3136
89,3104
90,3815
90,3919
90,4000
90,4024
90,4210
90,4207
90,3846
90,3973
90,3633
90,3516
91,2616
91,2559
91,2615
91,2557
91,2534
91,2572
91,2569
91,2559
91,2635
91,2726
92,2097
92,2060
92,2123
92,2092
92,2205
92,2177
92,2216
92,2068
92,2293
92,2413
93,7381
93,7766
93,7642
93,7536
93,7352
93,7102
93,7068
93,7118
93,7051
93,7120
94,3507
94,3514
94,3533
94,3554
94,3514
94,3583
94,4296
94,3803
94,3622
94,3529
95,4458
95,4373
95,4338
95,4378
95,4328
95,4352
95,4307
95,4331
95,4355
95,4322
96,3307
96,3290
96,3555
96,3410
96,3296
96,3287
96,3337
96,3294
96,3281
96,3339
97,2742
97,2752
97,2776
97,2775
97,2760
97,2746
97,2797
97,2756
97,2774
97,2715
98,3484
98,3462
98,3429
98,3413
98,3693
98,3512
98,3462
98,3511
98,3419
98,3429
99,2722
99,2691
99,2715
99,2686
99,2721
99,2694
99,2726
99,2722
99,2683
99,2728
